Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2006/2007,""IVEZIC, JELENA"",Extranjero,EBE PROMOCIONES-PDV STA.EULALI,237,25,78,21,57,32,28,48,5,14,25,70,108,753:35,75 / 178,26 / 79,"
"2006/2007,""JAMES, TAMARA ELLEN"",Extranjero,HONDARRIBIA-IRÚN,148,13,44,19,25,7,18,31,,8,34,23,118,333:23,52 / 94,7 / 31,"
"2006/2007,""JANSONE, LIENE"",Extranjero,PERFUMERIAS AVENIDA,226,25,115,37,78,17,15,17,7,8,35,43,246,610:58,58 / 117,27 / 63,"
"2006/2007,""JORDANA BOFILL, NOEMI"",Nacional,C. ROS CASARES VALENCIA,166,25,33,9,24,29,20,20,2,1,39,28,163,419:42,,33 / 76,"
"2006/2007,""KASHA, TERRY"",Extranjero,ENSINO,173,13,98,34,64,7,11,47,23,7,38,48,154,379:45,76 / 156,,"
"2006/2007,""LAAKSONEN, NIINA KAROLINA"",Extranjero,GRAN CANARIA,119,25,78,40,38,3,11,22,1,8,39,53,113,360:18,46 / 93,,"
"2006/2007,""LEDESMA, NATHALIE ROSELYNE"",Extranjero,ACIS INCOSA LEON,250,26,145,40,105,26,30,45,9,6,40,60,263,730:17,111 / 219,,"
"2006/2007,""LELAS, ZANA"",Nacional,MANN FILTER ZARAGOZA,232,22,157,41,116,6,21,50,3,5,54,50,292,590:15,76 / 126,15 / 28,"
"2006/2007,""LIMA GARCIA, CINDY ORQUIDEA"",Nacional,MANN FILTER ZARAGOZA,229,25,144,62,82,30,44,59,18,7,75,97,230,628:06,87 / 207,,52 / 79"
"2006/2007,""LLAMAS PAJUELO, MARIA NIEVES"",Nacional,RIVAS FUTURA,227,25,110,33,77,13,11,33,9,3,42,77,195,557:45,92 / 180,,"
"2006/2007,""LYTTLE LYTTLE, SANCHO TRACY CONSTANCE"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,335,25,268,67,201,20,62,57,17,11,104,53,527,701:04,122 / 242,,82 / 113"
"2006/2007,""MAGLISCEAU, MICHELLE YVONNE"",Extranjero,USP-CEU MMT ESTUDIANTES,251,25,161,53,108,29,34,64,7,13,74,85,262,768:16,76 / 160,15 / 45,54 / 72"
"2006/2007,""MARCOS BENITO, BLANCA"",Nacional,PERFUMERIAS AVENIDA,191,24,33,4,29,21,8,23,1,3,25,33,135,477:29,30 / 59,38 / 90,"
"2006/2007,""MERCADAL ESCOLANO, PAOLA"",Nacional,MANN FILTER ZARAGOZA,32,17,19,7,12,7,5,14,2,2,14,19,24,160:42,,,"
"2006/2007,""MILTON, DELISHA LACHELL"",Extranjero,C. ROS CASARES VALENCIA,326,22,156,35,121,41,44,72,19,5,82,70,373,563:19,119 / 222,8 / 32,64 / 85"
"2006/2007,""MONDT, ANKE DE"",Extranjero,ARRANZ-JOPISA BURGOS,371,26,89,25,64,69,44,63,4,3,65,53,339,817:08,76 / 169,55 / 142,54 / 58"
"2006/2007,""MONTAÑANA GIMENO, ANNA"",Nacional,PERFUMERIAS AVENIDA,216,25,103,25,78,34,24,49,6,8,64,49,195,594:57,61 / 146,16 / 63,46 / 60"
"2006/2007,""MONTESDEOCA LOPEZ, EVA"",Nacional,GRAN CANARIA,171,24,179,84,95,8,22,44,5,4,54,89,215,618:06,74 / 142,,"
"2006/2007,""MOODY, MEGAN JANELLE"",Extranjero,GRAN CANARIA,83,13,20,12,8,1,3,8,1,2,14,14,37,192:21,,13 / 43,"
"2006/2007,""MORALES MARTIN, SILVIA"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,436,26,91,12,79,120,50,89,,6,144,40,507,951:18,127 / 254,27 / 71,101 / 129"
"2006/2007,""MUJANOVIC, RAZIJA"",Extranjero,HONDARRIBIA-IRÚN,278,26,227,65,162,24,24,70,28,8,95,83,395,826:02,110 / 202,,58 / 85"
"2006/2007,""MUSOVIC, MILJANA"",Extranjero,UB F.C BARCELONA,131,26,44,7,37,40,33,61,2,7,29,65,29,477:28,31 / 80,17 / 77,"
"2006/2007,""NAVARRO SALLES, LAURA"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,100,21,26,9,17,28,28,27,,2,48,50,100,423:16,31 / 57,,"
"2006/2007,""O'NEILL, KRISTEN ROSE"",Extranjero,USP-CEU MMT ESTUDIANTES,194,21,79,28,51,29,24,32,4,11,52,29,174,531:34,43 / 113,22 / 70,42 / 60"
"2006/2007,""OCETE CASTILLO, GABRIELA"",Nacional,RIVAS FUTURA,17,19,14,5,9,11,7,11,,,13,20,17,162:59,,,"
"2006/2007,""OHLDE, NICOLE KATHERINE"",Extranjero,PERFUMERIAS AVENIDA,251,17,115,41,74,16,23,48,13,6,77,45,265,521:11,86 / 197,,79 / 96"
"2006/2007,""OUVIÑA MODREGO, CRISTINA"",Nacional,MANN FILTER ZARAGOZA,50,20,25,8,17,15,19,20,,1,24,28,33,179:04,,,"
"2006/2007,""PAGE, LINDA A. MURRIEL"",Extranjero,HONDARRIBIA-IRÚN,335,26,284,78,206,41,29,61,9,9,78,78,455,909:18,139 / 291,,57 / 74"
"2006/2007,""PALAU ALTES, LAIA"",Nacional,C. ROS CASARES VALENCIA,169,25,87,14,73,83,43,49,5,4,65,65,217,622:22,64 / 143,4 / 27,"
"2006/2007,""PALOMARES VALIENTE, PAULA"",Nacional,MANN FILTER ZARAGOZA,318,26,37,6,31,69,39,96,1,11,89,86,162,792:42,36 / 107,62 / 177,60 / 72"
"2006/2007,""PASCUA SUAREZ, MARIA LUCILA"",Nacional,ACIS INCOSA LEON,89,25,100,20,80,17,11,31,12,6,31,51,77,456:58,27 / 94,,"
"2006/2007,""PELAEZ SAN GIL, LOURDES"",Nacional,HONDARRIBIA-IRÚN,139,23,73,11,62,31,19,46,3,2,52,47,117,579:43,,28 / 92,"
"2006/2007,""PEREZ CAPARROS, ROSA"",Nacional,UB F.C BARCELONA,139,26,43,9,34,37,17,34,1,5,31,31,108,566:45,,32 / 88,"
"2006/2007,""PETROVIC, SONJA"",Nacional,UB F.C BARCELONA,84,19,65,22,43,15,18,25,10,,28,34,106,290:39,24 / 56,,"
"2006/2007,""PIIPARI, REETTA SINIKKA KARINE"",Extranjero,EXTRUGASA,251,26,40,4,36,38,30,50,2,2,30,59,140,729:11,34 / 68,54 / 155,"
"2006/2007,""PINA TOLOSA, MARIA"",Nacional,USP-CEU MMT ESTUDIANTES,183,26,101,19,82,26,23,50,3,4,40,48,127,834:57,39 / 98,28 / 104,"
"2006/2007,""PIRSIC, SANDRA"",Extranjero,UB F.C BARCELONA,129,24,96,43,53,9,11,36,14,7,46,54,124,377:41,49 / 112,,31 / 52"
"2006/2007,""PONS MOLINA, INGRID"",Nacional,UB F.C BARCELONA,106,25,164,70,94,43,25,28,11,11,37,61,204,570:01,47 / 109,,"
"2006/2007,""POWELL, NICOLE KRISTEN"",Extranjero,PERFUMERIAS AVENIDA,371,26,190,48,142,46,41,57,5,10,73,54,419,847:36,72 / 153,61 / 155,44 / 55"
"2006/2007,""QUINTERO CASTELLANO, THANIA"",Nacional,HONDARRIBIA-IRÚN,61,20,11,1,10,19,11,20,,,13,26,23,274:17,,,"
"2006/2007,""REID, TRACY LASHAWN"",Extranjero,ACIS INCOSA LEON,311,25,159,65,94,58,38,76,2,11,70,49,322,810:02,123 / 268,,59 / 85"
"2006/2007,""REVILLA FERNANDEZ, LETICIA"",Nacional,ARRANZ-JOPISA BURGOS,113,26,40,17,23,15,11,24,2,6,50,37,95,305:38,21 / 57,13 / 38,"
"2006/2007,""REVUELTO SÁNCHEZ-AGUILERA, MARIA"",Nacional,ACIS INCOSA LEON,178,26,55,13,42,22,31,29,,4,55,61,124,447:44,34 / 109,20 / 58,50 / 60"
"2006/2007,""ROVIRA RODRIGUEZ, MARIA DEL MAR"",Nacional,ACIS INCOSA LEON,172,25,80,13,67,54,39,39,,3,48,54,195,668:12,31 / 81,24 / 64,"
"2006/2007,""ROYO TORRES, MARIA ESTELA"",Nacional,MANN FILTER ZARAGOZA,172,26,73,43,30,15,25,31,,13,56,71,134,539:06,54 / 105,6 / 27,46 / 66"
"2006/2007,""SANCHEZ FERNANDEZ, ISABEL"",Nacional,ACIS INCOSA LEON,388,26,105,36,69,49,29,67,4,25,144,49,412,825:31,97 / 194,29 / 69,107 / 136"
"2006/2007,""SANTOS LUZ, HELEN CRISTINA"",Extranjero,RIVAS FUTURA,251,26,62,13,49,85,38,51,5,4,45,44,265,752:39,36 / 90,49 / 110,"
"2006/2007,""SARENAC, RANKICA"",Extranjero,RIVAS FUTURA,422,25,175,47,128,41,9,90,8,8,120,44,478,780:46,160 / 281,,93 / 119"
"2006/2007,""SCHUMACHER, KELLY MARIE"",Extranjero,UB F.C BARCELONA,297,24,220,64,156,18,25,55,20,13,77,68,388,702:41,121 / 237,,49 / 63"
"2006/2007,""SEGUI CARLES, PAULA"",Nacional,REAL CLUB CELTA VIGOURBAN,116,26,86,31,55,16,25,33,7,7,22,68,78,525:04,49 / 119,,"
"2006/2007,""SILVA DOS SANTOS, CINTIA"",Extranjero,REAL CLUB CELTA VIGOURBAN,252,24,153,43,110,19,22,53,29,10,89,65,269,762:50,99 / 241,,51 / 70"
"2006/2007,""SUAREZ UTRERO, ANA MARIA"",Nacional,HONDARRIBIA-IRÚN,37,26,36,7,29,17,12,44,1,4,22,27,7,358:17,,,"
"2006/2007,""TAMANE, ZANE"",Extranjero,UB F.C BARCELONA,184,25,122,37,85,19,24,29,23,7,41,63,239,424:18,70 / 131,,44 / 57"
"2006/2007,""TORNIKIDOU TORNIKIDOU, ELENA"",Nacional,C. ROS CASARES VALENCIA,256,26,99,33,66,82,29,55,11,4,57,47,316,708:53,108 / 205,,"
"2006/2007,""TORRENS SALOM, ALBA"",Nacional,REAL CLUB CELTA VIGOURBAN,312,26,100,13,87,33,39,77,11,6,81,58,238,667:16,86 / 197,29 / 84,53 / 84"
"2006/2007,""TUUKKANEN, TARU TELLERVO"",Extranjero,EXTRUGASA,403,26,232,63,169,40,46,67,15,13,105,80,420,942:54,148 / 357,7 / 28,86 / 117"
"2006/2007,""UJHELYI, PETRA"",Extranjero,ARRANZ-JOPISA BURGOS,293,26,269,67,202,47,38,59,18,6,76,72,416,795:08,126 / 281,,38 / 67"
"2006/2007,""VALERO CEBRIAN, PILAR"",Nacional,GRAN CANARIA,223,22,46,9,37,33,22,32,1,2,37,30,185,548:54,36 / 82,38 / 93,"
"2006/2007,""VASS, ILDIKO"",Extranjero,ENSINO,228,26,62,14,48,25,27,37,2,11,34,64,131,603:54,61 / 133,30 / 87,"
"2006/2007,""VILARRUBLA SEIRA, EVA"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,19,18,24,9,15,2,5,6,1,,9,19,17,131:15,,,"
"2006/2007,""VILLAR FERNANDEZ, IRIA"",Nacional,ARRANZ-JOPISA BURGOS,49,21,44,14,30,4,8,10,3,3,16,25,42,250:02,19 / 61,,"
"2006/2007,""VILOUTA RAMA, MARIA"",Nacional,ENSINO,192,25,49,20,29,23,25,36,2,4,55,63,144,566:03,46 / 89,20 / 66,"
"2006/2007,""WECKER, KENDRA RENEE"",Extranjero,UB F.C BARCELONA,264,25,79,22,57,32,25,44,4,5,21,51,174,541:26,61 / 144,43 / 105,"
"2006/2007,""WYCKOFF, BROOKE ELIZABETH"",Extranjero,GRAN CANARIA,89,13,151,49,102,36,21,22,28,1,29,40,225,464:47,,19 / 51,"
"2006/2007,""XANTAL SERRET, MARIA MAR"",Nacional,GRAN CANARIA,98,25,51,7,44,15,23,7,1,2,18,13,101,459:47,,23 / 88,"
"2006/2007,""YEPES HERNANDEZ, EVA"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,40,19,14,4,10,4,1,5,,1,2,12,20,165:50,,12 / 30,"
"2006/2007,""YGUERAVIDE VIANA, SANDRA"",Nacional,USP-CEU MMT ESTUDIANTES,242,24,42,7,35,63,38,77,3,9,87,80,132,782:16,39 / 118,38 / 120,50 / 66"
"2006/2007,""ZURRO ALFONSO, MARTA"",Nacional,ARRANZ-JOPISA BURGOS,320,26,136,44,92,24,19,55,17,15,100,60,344,714:51,111 / 193,,77 / 121"
Temporada,Jugadora,Nacionalidad,Equipo,Puntos,Partidos,Rebotes Totales,Rebotes Ofensivos,Rebotes Defensivos,Asistencias,Balones recuperados,Balones perdidos,Tapones a favor,Tapones en contra,Faltas recibidas,Faltas cometidas,Valoración,Minutos jugados,% Tiros de 2,% Tiros de 3,% Tiros Libres
"2005/2006,""ABALDE DIAZ, TAMARA"",Nacional,REAL CLUB CELTA VIGOURBAN,46,20,40,20,20,7,6,14,2,1,29,24,32,236:18,,,"
"2005/2006,""AGUILAR LOPEZ , ELISA"",Nacional,ROS CASARES VALENCIA,269,26,91,11,80,68,42,46,,5,46,30,283,863:35,43 / 119,46 / 107,45 / 60"
"2005/2006,""ALAMO GONZALEZ, ELENA"",Nacional,CAJACANARIAS,219,26,62,11,51,95,35,86,1,6,71,61,190,627:07,45 / 112,27 / 78,48 / 70"
"2005/2006,""ALMORZA HIDALGO, ESPERANZA"",Nacional,CADI LA SEU,69,16,36,13,23,8,14,17,,2,19,22,44,254:59,,6 / 36,"
"2005/2006,""ALONSO DIEGO, MARIA JOSE"",Nacional,ARRANZ-JOPISA BURGOS,200,26,122,34,88,101,63,71,1,7,93,77,293,742:45,54 / 132,11 / 43,59 / 81"
"2005/2006,""ALVAREZ LOPEZ, RAQUEL"",Nacional,UNIVERSITARIO DE FERROL,85,21,19,4,15,4,2,12,1,1,5,24,37,254:34,,24 / 50,"
"2005/2006,""ANDREWS, JAMILAH JOHNS"",Extranjero,CAJACANARIAS,210,26,169,56,113,4,16,41,15,4,49,54,226,597:32,86 / 199,,38 / 62"
"2005/2006,""ANTIBE , NICOLE"",Extranjero,ROS CASARES VALENCIA,296,26,138,27,111,33,20,69,19,6,76,75,307,703:12,111 / 205,,71 / 97"
"2005/2006,""ANTOJA ROVIRA, LAURA"",Nacional,UB F.C BARCELONA,156,24,52,9,43,37,23,43,,2,38,44,118,521:35,29 / 80,22 / 61,"
"2005/2006,""ANTON LOPEZ, MONTSERRAT"",Nacional,USP CEU - ADECCO ESTUDIANTES,75,25,34,14,20,10,6,28,,3,17,28,38,331:06,,,"
"2005/2006,""BACON, CARRIE"",Extranjero,YAYA MARÍA PORTA XI,186,24,86,39,47,13,14,62,2,5,41,70,77,582:59,64 / 162,11 / 31,"
"2005/2006,""BATTLE , ASHLEY MICHELLE"",Extranjero,UNIVERSITARIO DE FERROL,293,26,139,30,109,40,55,91,5,7,54,54,242,780:05,83 / 192,30 / 95,37 / 55"
"2005/2006,""BENNINGFIELD, JENNIFER ANN"",Extranjero,ARRANZ-JOPISA BURGOS,316,23,141,29,112,37,40,32,14,7,63,58,336,766:55,121 / 278,,41 / 54"
"2005/2006,""BERMEJO MORENO, CLARA SUSANA"",Nacional,PERFUMERIAS AVENIDA,82,25,53,9,44,52,26,51,,3,38,34,114,466:44,,6 / 27,"
"2005/2006,""BLANCO BERNAL, SONIA"",Nacional,USP CEU - ADECCO ESTUDIANTES,308,26,174,74,100,39,37,65,7,15,72,79,280,848:53,130 / 296,,42 / 59"
"2005/2006,""BOKESA ABIA, AURI LORENA"",Nacional,USP CEU - ADECCO ESTUDIANTES,25,13,16,6,10,2,6,8,2,4,11,8,22,88:41,,,"
"2005/2006,""BROWN, KIESHA LINDSAY"",Extranjero,HONDARRIBIA-IRÚN,351,26,142,20,122,44,45,75,4,9,88,61,332,863:51,102 / 243,22 / 62,81 / 97"
"2005/2006,""CAMPS COLLELL, LAURA"",Nacional,PERFUMERIAS AVENIDA,144,23,68,10,58,40,30,32,2,1,36,35,172,605:40,32 / 78,22 / 50,"
"2005/2006,""CANTERO OSTOS, CRISTINA"",Nacional,REAL CLUB CELTA VIGOURBAN,128,26,69,7,62,77,35,57,1,4,72,74,133,638:58,25 / 79,14 / 60,"
"2005/2006,""CHECA JIMENO, MARIA TERESA"",Nacional,CADI LA SEU,267,26,167,41,126,19,25,59,3,11,59,58,231,773:57,81 / 193,22 / 66,39 / 64"
"2005/2006,""CRUZ LEBRATO, ANNA"",Nacional,ARRANZ-JOPISA BURGOS,141,26,63,20,43,29,31,34,3,4,47,30,138,433:29,51 / 121,,"
"2005/2006,""DA COSTA RAMALHO, SOFIA MARGARIDA"",Extranjero,UNIVERSITARIO DE FERROL,158,16,56,15,41,42,29,50,2,3,44,32,140,536:33,28 / 83,25 / 71,"
"2005/2006,""DA SILVA, KATIA"",Extranjero,PERFUMERIAS AVENIDA,115,25,119,41,78,19,10,21,8,5,27,44,147,465:41,49 / 113,,"
"2005/2006,""DE SOUZA MACHADO, ERIKA CRISTINA"",Nacional,UB F.C BARCELONA,444,25,323,110,213,18,41,68,48,8,116,71,630,736:43,178 / 333,,88 / 144"
"2005/2006,""DE SOUZA SOBRAL, LEILA"",Extranjero,REAL CLUB CELTA VIGOURBAN,320,24,150,51,99,29,53,77,5,7,96,82,285,750:31,101 / 236,20 / 52,58 / 93"
"2005/2006,""DELGADO DIAZ-GUEMES, RAQUEL"",Nacional,HONDARRIBIA-IRÚN,52,25,26,8,18,21,10,29,,1,11,21,32,290:00,,,"
"2005/2006,""DEYAERT, NELE M.J."",Extranjero,ARRANZ-JOPISA BURGOS,156,23,96,27,69,33,33,43,8,10,50,81,129,495:06,52 / 128,,"
"2005/2006,""DIENG, FATOU"",Extranjero,EBE PROMOCIONES-PDV STA.EULALI,193,26,54,14,40,67,23,64,,9,31,64,101,757:25,41 / 99,30 / 95,"
"2005/2006,""DIJON, SANDRA MARCELLE"",Extranjero,EBE PROMOCIONES-PDV STA.EULALI,304,25,227,70,157,29,35,59,8,5,79,78,403,758:12,136 / 242,,32 / 60"
"2005/2006,""DOMINGUEZ FERNANDEZ, SILVIA"",Nacional,USP CEU - ADECCO ESTUDIANTES,350,26,86,23,63,115,61,73,2,11,124,65,377,938:55,88 / 225,27 / 73,93 / 122"
"2005/2006,""DONAIRE MALAGELADA, ELSA"",Nacional,UB F.C BARCELONA,34,16,47,13,34,8,9,14,4,1,13,25,47,207:38,,,"
"2005/2006,""DYDEK, MARTA KRYSTYNA"",Extranjero,USP CEU - ADECCO ESTUDIANTES,88,24,49,13,36,4,9,20,7,4,34,37,42,271:48,29 / 76,3 / 26,"
"2005/2006,""EDWARDS, SIMONE"",Extranjero,PERFUMERIAS AVENIDA,152,15,80,26,54,9,8,27,4,8,35,31,149,371:05,59 / 121,,"
"2005/2006,""FARRE CASANOVAS, ESTER"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,116,24,75,19,56,12,10,20,7,2,26,46,100,423:45,48 / 119,,"
"2005/2006,""FERNANDEZ FARRES, MARTA"",Nacional,UB F.C BARCELONA,469,25,94,18,76,88,51,53,16,10,96,22,534,828:33,166 / 281,19 / 72,80 / 107"
"2005/2006,""FERNANDEZ VARELA, ELVIRA"",Nacional,UNIVERSITARIO DE FERROL,107,25,126,56,70,6,12,39,3,6,47,83,103,487:16,42 / 95,,"
"2005/2006,""FERRAGUT CASTILLO, MARINA"",Nacional,HONDARRIBIA-IRÚN,230,17,95,28,67,12,9,21,5,5,37,42,234,497:14,56 / 111,27 / 50,"
"2005/2006,""GALLEGO VICARIO, SANDRA"",Nacional,UB F.C BARCELONA,333,25,69,14,55,83,24,56,2,2,65,40,293,784:23,61 / 127,57 / 157,40 / 59"
"2005/2006,""GARCIA MATA, GEMA"",Nacional,REAL CLUB CELTA VIGOURBAN,79,15,24,6,18,23,17,25,,1,22,11,87,311:19,,14 / 30,"
"2005/2006,""GARCIA TORRES, CRISTINA"",Nacional,UB F.C BARCELONA,60,14,24,4,20,5,18,14,3,2,10,16,51,190:19,,,"
"2005/2006,""GERMAN VELASCO, ICIAR"",Nacional,YAYA MARÍA PORTA XI,151,26,81,28,53,24,41,57,4,9,47,79,60,754:14,41 / 109,15 / 74,"
"2005/2006,""GIMENO MELENDO, LAURA"",Nacional,MANN FILTER ZARAGOZA,12,15,10,4,6,2,1,2,1,1,3,6,13,76:16,,,"
"2005/2006,""GINES GONZALEZ, MARTA"",Nacional,ACIS INCOSA LEON,56,26,24,6,18,9,10,15,3,1,14,28,41,278:12,,,"
"2005/2006,""GRANDE FLORES, LAURA"",Nacional,CAJACANARIAS,224,25,102,23,79,110,61,85,3,7,62,42,287,850:56,81 / 181,,41 / 67"
"2005/2006,""HAJDUNE CSASZAR, ANDREA"",Extranjero,HONDARRIBIA-IRÚN,123,26,87,23,64,15,8,26,20,2,28,42,136,459:25,52 / 119,,"
"2005/2006,""HERNANDEZ ESTEBAN, SILVIA"",Nacional,YAYA MARÍA PORTA XI,211,26,102,17,85,93,45,66,2,7,90,63,226,818:47,40 / 113,24 / 107,59 / 84"
"2005/2006,""HERRADAS MARTIN, IRENE"",Nacional,CADI LA SEU,73,17,30,11,19,4,2,10,,,15,35,42,184:52,,9 / 31,"
"2005/2006,""HILL, JOANNE KAY"",Extranjero,USP CEU - ADECCO ESTUDIANTES,211,26,66,28,38,19,39,37,2,6,59,76,165,620:07,74 / 156,10 / 33,"
"2005/2006,""HLEDE, KORALJKA"",Extranjero,HONDARRIBIA-IRÚN,346,25,128,31,97,70,56,78,3,9,67,57,347,854:36,120 / 263,15 / 39,61 / 73"
"2005/2006,""JANSONE, LIENE"",Extranjero,YAYA MARÍA PORTA XI,401,24,225,93,132,11,20,42,7,14,91,36,489,858:02,134 / 241,15 / 52,88 / 118"
"2005/2006,""JIMENEZ GALINDO, ANNA ISABEL"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,61,22,21,2,19,23,33,23,1,1,32,66,25,382:38,,10 / 44,"
"2005/2006,""JOHNSON, SHANNON REGINA"",Extranjero,CADI LA SEU,286,17,90,39,51,53,21,73,2,4,89,52,234,617:23,75 / 177,24 / 82,64 / 82"
"2005/2006,""JORDANA BOFILL, NOEMI"",Nacional,ROS CASARES VALENCIA,248,26,53,12,41,58,54,48,1,3,76,52,252,783:09,49 / 97,38 / 104,36 / 57"
"2005/2006,""KNEZEVIC, ADRIJANA"",Extranjero,ROS CASARES VALENCIA,60,21,38,8,30,15,15,28,,4,17,28,37,238:13,24 / 57,,"
"2005/2006,""LECOULTRE, DELPHINE ODETTE ANTOINETTE"",Extranjero,ARRANZ-JOPISA BURGOS,50,22,34,8,26,6,2,6,3,,5,14,51,243:07,25 / 52,,"
"2005/2006,""LELAS BENKOVIC, KRISTINA"",Extranjero,CADI LA SEU,249,25,180,59,121,10,6,70,4,13,90,59,248,826:45,106 / 205,,37 / 86"
"2005/2006,""LELAS, ANA"",Extranjero,REAL CLUB CELTA VIGOURBAN,315,26,109,26,83,36,21,65,,10,65,75,205,756:03,74 / 184,40 / 108,47 / 60"
"2005/2006,""LELAS, ZANA"",Nacional,MANN FILTER ZARAGOZA,131,16,97,37,60,5,10,22,5,5,51,45,144,358:14,51 / 103,,"
"2005/2006,""LIMA GARCIA, CINDY ORQUIDEA"",Nacional,MANN FILTER ZARAGOZA,243,26,205,86,119,21,33,59,16,10,94,93,297,696:59,92 / 202,,59 / 101"
"2005/2006,""MACIA RUIZ, CELIA"",Nacional,CADI LA SEU,58,22,17,2,15,4,6,13,,,25,28,20,275:24,,15 / 54,"
"2005/2006,""MAGLISCEAU, MICHELLE YVONNE"",Extranjero,USP CEU - ADECCO ESTUDIANTES,286,23,196,40,156,29,30,68,17,14,93,63,353,744:47,76 / 172,18 / 47,80 / 108"
"2005/2006,""MALTSI, EVANTHIA"",Extranjero,MANN FILTER ZARAGOZA,468,26,102,27,75,41,55,92,3,8,83,61,341,886:19,111 / 246,58 / 154,72 / 91"
"2005/2006,""MANDIC, LARA"",Nacional,ROS CASARES VALENCIA,112,16,47,14,33,11,7,22,1,1,27,23,85,288:20,37 / 83,,"
"2005/2006,""MANSO SANZ, BEGOÑA"",Nacional,YAYA MARÍA PORTA XI,9,15,8,4,4,5,4,5,,,8,15,7,79:57,,,"
"2005/2006,""MARCOS BENITO, BLANCA"",Nacional,PERFUMERIAS AVENIDA,145,25,30,5,25,20,15,19,1,,18,32,110,399:37,,31 / 65,"
"2005/2006,""MARTIN MERINO, BLANCA"",Nacional,YAYA MARÍA PORTA XI,16,14,6,2,4,2,2,2,,1,5,13,,55:49,,,"
"2005/2006,""MARTINEZ PRAT, NURIA"",Nacional,PERFUMERIAS AVENIDA,233,24,78,15,63,78,55,57,4,7,82,61,260,725:25,56 / 136,26 / 69,43 / 65"
"2005/2006,""MARTINEZ PRAT, ROSER"",Nacional,YAYA MARÍA PORTA XI,31,16,14,2,12,10,10,19,,1,15,28,,247:04,,,"
"2005/2006,""MAYES, TIFFANI MONIQUE"",Extranjero,CAJACANARIAS,204,24,153,53,100,7,22,45,2,5,46,45,226,558:59,83 / 177,,38 / 55"
"2005/2006,""MERCADAL ESCOLANO, PAOLA"",Nacional,MANN FILTER ZARAGOZA,78,25,53,24,29,10,5,29,2,3,30,32,69,387:21,25 / 57,,"
"2005/2006,""MONDT, ANKE DE"",Extranjero,ARRANZ-JOPISA BURGOS,346,26,87,15,72,48,39,39,3,6,50,53,292,839:50,60 / 133,57 / 158,55 / 64"
"2005/2006,""MONTAÑANA GIMENO, ANNA"",Nacional,ROS CASARES VALENCIA,215,26,119,36,83,40,35,40,5,4,49,46,268,558:36,73 / 141,10 / 37,"
"2005/2006,""MONTESDEOCA LOPEZ, EVA"",Nacional,CAJACANARIAS,232,26,259,105,154,15,16,45,11,7,54,92,305,783:28,107 / 209,,18 / 54"
"2005/2006,""MOORE, JESICA ALICIA"",Extranjero,UNIVERSITARIO DE FERROL,236,26,162,66,96,19,19,59,11,8,76,81,211,744:07,91 / 230,,54 / 78"
"2005/2006,""MORALES MARTIN, SILVIA"",Nacional,EBE PROMOCIONES-PDV STA.EULALI,434,26,92,19,73,89,60,80,1,11,125,47,434,885:00,129 / 266,34 / 104,74 / 96"
"2005/2006,""MORENO GARCIA, ANA M."",Nacional,HONDARRIBIA-IRÚN,40,20,28,6,22,6,5,16,,7,9,6,31,188:27,,,"
"2005/2006,""MUJANOVIC, RAZIJA"",Extranjero,UB F.C BARCELONA,93,13,69,26,43,11,1,21,8,,27,23,119,212:54,38 / 74,,"
"2005/2006,""NAVARRETE TRUJILLO, MIREIA"",Nacional,ARRANZ-JOPISA BURGOS,207,26,77,17,60,15,10,33,,8,39,49,156,525:05,38 / 82,37 / 92,"
"2005/2006,""NAVARRO SALLES, LAURA"",Nacional,CADI LA SEU,111,26,62,16,46,27,29,54,,6,39,77,39,597:26,35 / 78,7 / 31,"
"2005/2006,""OSE HLEBOVICKA, ILZE"",Nacional,YAYA MARÍA PORTA XI,24,15,12,,12,7,1,14,,1,10,17,-7,133:02,,,"
"2005/2006,""PAGE, LINDA A. MURRIEL"",Extranjero,HONDARRIBIA-IRÚN,351,26,267,79,188,35,29,69,18,7,90,83,447,929:54,149 / 302,,53 / 82"
"2005/2006,""PALAIMAITE, KRISTINA"",Extranjero,PERFUMERIAS AVENIDA,19,13,24,8,16,2,2,5,2,,7,4,28,71:17,,,"
"2005/2006,""PALOMARES VALIENTE, PAULA"",Nacional,MANN FILTER ZARAGOZA,241,26,41,11,30,59,42,55,2,7,48,88,128,774:47,39 / 94,48 / 138,"
"2005/2006,""PASCUA SUAREZ, MARIA LUCILA"",Nacional,ACIS INCOSA LEON,224,26,213,54,159,33,27,54,11,7,57,68,279,730:31,79 / 206,,42 / 57"
